Year,DOY,Station Number,Air Temp Max,Air Temp Min,Air Temp Mean,Daily Avg Temp (F),RH - Max,RH- Min,RH - Mean,VPD - Mean,Solar Rad Total,Precipitation - Total
2020,316,6,21.2,0.4,10.3,50.54,80.3,14,41.1,0.89,15.41,0
2020,317,6,22.3,2.7,11.3,52.34,72.2,14.1,40.5,0.94,12.32,0
2020,318,6,25,4.4,13.7,56.66,75.3,12,39.1,1.14,13.89,0
2020,319,6,23.9,4,13.8,56.84,64.8,15.1,35.1,1.17,14.84,0
2020,320,6,27.1,3.4,14.2,57.56,69.9,8.4,34.5,1.33,14.92,0
2020,321,6,31.3,4.2,16.6,61.88,63.6,7.9,30.3,1.67,14.89,0
2020,322,6,32.5,7.3,18.8,65.84,58.2,9.4,28.5,1.87,13.96,0
2020,323,6,33.7,9.8,20,68,70.8,11.5,31.2,1.9,13.54,0
2020,324,6,30.3,10,19.5,67.1,64.3,13.2,36.8,1.63,13.83,0
2020,325,6,29.8,10.7,19.2,66.56,62.3,19.5,38.5,1.56,12.58,0
2020,326,6,28.9,11.1,18.5,65.3,61.1,23.7,41.3,1.4,11.33,0
2020,327,6,27.7,9.2,17.8,64.04,66,25.1,44.1,1.28,12.43,0
2020,328,6,27,9,17.6,63.68,71.2,14.3,38.5,1.42,13.52,0
2020,329,6,22,7.5,15.2,59.36,63,14.5,35.7,1.21,13.9,0
2020,330,6,22.3,1.2,10.9,51.62,75.2,15.1,36.4,0.98,13.81,0
2020,331,6,22.1,1.6,11.9,53.42,61.4,13.9,33.1,1.08,13.66,0
2020,332,6,18.1,5,11,51.8,61.6,20.9,31.8,0.94,13.19,0
2020,333,6,20.1,0.1,9.6,49.28,79.6,22.1,44,0.81,13.4,0
2020,334,6,22.8,-0.6,10.3,50.54,81.1,12.9,39.6,0.95,13.57,0
2020,335,6,22.6,2.9,12.8,55.04,60.2,12.6,31,1.17,13.06,0
2020,336,6,21.8,0.8,9.9,49.82,62.2,13.8,37.2,0.91,13.19,0
2020,337,6,19.9,-1.7,9.7,49.46,75.4,10,33.2,0.98,13.14,0
2020,338,6,18.3,1.9,10.2,50.36,65.8,12.5,29.8,0.95,12.97,0
2020,339,6,20.1,-1.9,7.5,45.5,72.3,7.8,34.2,0.84,13.13,0
2020,340,6,21.3,-1.8,8.5,47.3,80.4,10.2,31.8,0.93,12.94,0
2020,341,6,21.8,-1.7,9.2,48.56,76.7,11.1,33.3,0.95,13.1,0
2020,342,6,25.3,-0.8,11.6,52.88,69.4,9.9,33,1.17,10.91,0
2020,343,6,25.9,2.7,14.5,58.1,52.2,11.1,26.1,1.38,11.46,0
2020,344,6,26.5,3.3,14.3,57.74,82.5,12.6,34.7,1.27,11.29,0.51
2020,345,6,15.1,8.2,12.1,53.78,100,71.2,90.7,0.14,6.48,25.15
2020,346,6,20.5,4.5,10.8,51.44,100,39,87.7,0.23,10.96,0
2020,347,6,20,5.6,11.6,52.88,100,30.6,70.9,0.5,12.15,0
2020,348,6,15.7,1.3,8.5,47.3,81.6,14.7,43.2,0.69,12.09,0
2020,349,6,16.4,1.5,8.4,47.12,85.7,15.2,51.7,0.65,11.39,0
2020,350,6,15.8,-0.4,7.9,46.22,91.2,24.4,54.8,0.56,12.87,0
2020,351,6,17.5,-1.1,7.1,44.78,95.1,16.1,60.2,0.54,12.78,0
2020,352,6,15.9,-0.3,7.6,45.68,89.8,26.8,61.6,0.5,9.02,0
2020,353,6,17.9,-0.6,8.3,46.94,95.6,21.2,59.9,0.58,12.47,0
2020,354,6,19.8,0.3,8.2,46.76,90.4,18.8,57.8,0.6,12.72,0
2020,355,6,20,-1.6,8.2,46.76,93.3,18.1,57.1,0.63,12.81,0
2020,356,6,24,0.2,10.3,50.54,89.2,14.8,51.5,0.83,12.89,0
2020,357,6,22.3,1.6,9.7,49.46,83.6,17.7,50.5,0.75,11.01,0
2020,358,6,20.1,-0.4,8.7,47.66,84.5,7.2,44,0.8,12.1,0
2020,359,6,14.1,0.7,7.3,45.14,63.6,11.1,31.4,0.75,6.42,0
2020,360,6,20.6,0.7,10.6,51.08,69.2,9.6,36.9,0.96,11.9,0
2020,361,6,21.7,0.1,9.7,49.46,80.5,15,44.8,0.83,12.72,0
2020,362,6,22.1,0.6,11,51.8,84.8,20.1,49.9,0.82,12.2,0
2020,363,6,19.6,7,13.6,56.48,84.7,27.3,45.2,0.92,11.07,0
2020,364,6,15.8,1.9,8.5,47.3,97.1,33.7,65.1,0.47,11.41,0
2020,365,6,17.6,0.5,8.5,47.3,87,11.8,43.1,0.75,13.06,0
2020,366,6,13.9,-2.1,6.4,43.52,75,25,41.9,0.62,8.49,0
